City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,dt
355,beaverlodge,55.2166,-119.4361,-15.36,82,100,4.4,CA,1667767092
356,constitucion,-35.3333,-72.4167,15.36,71,100,6.83,CL,1667767092
357,guanica,17.9716,-66.908,29.6,84,41,3.6,PR,1667767092
358,faanui,-16.4833,-151.75,25.76,83,100,10.17,PF,1667766640
359,imbituba,-28.24,-48.6703,17.42,80,99,3.34,BR,1667766715
360,ihosy,-22.4,46.1167,19.9,89,100,2.22,MG,1667767093
361,hofn,64.2539,-15.2082,5.03,80,100,8.22,IS,1667766732
362,wonthaggi,-38.6044,145.5913,15.46,77,6,2.53,AU,1667766816
363,mocuba,-16.8392,36.9856,24.75,75,80,1.73,MZ,1667767094
364,vrede,-27.4257,29.1659,14.03,90,85,2.76,ZA,1667767094
365,dolores,-36.3132,-57.6792,20.21,53,6,7.04,AR,1667767094
366,pimentel,-6.8367,-79.9342,22.16,60,0,8.23,PE,1667767095
367,chapais,49.7834,-74.8492,11.88,72,82,6.19,CA,1667766799
368,arteaga,18.4667,-102.4167,26.41,54,17,1.53,MX,1667767024
369,sandy bay,-42.913,147.3532,12.27,93,23,0.45,AU,1667767096
370,ponta delgada,37.7333,-25.6667,18.4,72,20,3.6,PT,1667767096
371,stornoway,58.2093,-6.3865,10.98,80,78,4.12,GB,1667767096
372,bugene,-1.5911,31.1403,14.71,95,51,0.76,TZ,1667767097
373,kantunilkin,21.0917,-87.45,27.37,68,95,2.44,MX,1667767097
374,krasnoselkup,65.7,82.4667,-8.11,96,95,3.09,RU,1667766918
375,aklavik,68.2191,-135.0107,-18.59,86,27,2.74,CA,1667766669
376,ulaangom,49.9811,92.0667,-4.13,90,97,1.2,MN,1667767098
377,nekhayevskiy,50.4106,41.7561,0.29,76,9,1.29,RU,1667767098
378,virginia beach,36.8529,-75.978,27.25,70,75,4.12,US,1667767099
379,talcahuano,-36.7167,-73.1167,15.82,67,0,5.14,CL,1667767099
380,atasu,48.6814,71.6433,-1.66,71,37,1.54,KZ,1667767100
381,shingu,33.7333,135.9833,12.5,67,100,2.08,JP,1667766691
382,batsfjord,70.6345,29.7185,1.88,69,0,2.57,NO,1667767100
383,dubti,11.7361,41.0853,27.95,48,6,6.01,ET,1667767100
384,khor,47.8861,134.9464,-4.91,78,2,2.13,RU,1667767101
385,tuatapere,-46.1333,167.6833,13.93,58,23,3.29,NZ,1667766671
386,nikolayevskaya,47.6139,41.5023,3.91,68,74,2.69,RU,1667767103
387,belaya gora,68.5333,146.4167,-16.37,94,100,5.4,RU,1667766783
388,noormarkku,61.5927,21.8685,8.88,93,100,3.09,FI,1667767103
389,geraldton,-28.7667,114.6,18.23,68,100,5.66,AU,1667767104
390,wodonga,-36.1167,146.8833,14.98,100,100,1.14,AU,1667767104
391,sakakah,29.9697,40.2064,19.76,39,68,4.13,SA,1667766728
392,kapit,2.0167,112.9333,22.68,100,100,0.19,MY,1667767105
393,pangody,65.85,74.4859,-11.16,97,98,1.91,RU,1667767105
394,russell,32.3502,-85.1999,30.6,51,40,0.0,US,1667767105
395,toora-khem,52.4675,96.11,-5.6,90,100,0.7,RU,1667767106
396,pinehurst,35.1954,-79.4695,28.44,65,0,3.09,US,1667766981
397,oktyabrskoye,43.0645,44.7417,2.08,93,98,6.0,RU,1667767106
398,ludza,56.55,27.7167,4.76,92,100,2.79,LV,1667767107
399,chiltepec,18.4847,-96.9019,27.61,76,51,1.99,MX,1667767107
400,pecos,31.4229,-103.4932,28.5,14,0,2.57,US,1667767107
401,isangel,-19.55,169.2667,26.06,89,10,1.54,VU,1667766718
402,mutoko,-17.397,32.2268,19.18,79,91,2.02,ZW,1667767108
403,karratha,-20.7377,116.8463,19.2,66,28,6.92,AU,1667766814
404,katsuura,35.1333,140.3,16.52,58,100,3.35,JP,1667766731
405,mana,5.6592,-53.7767,25.92,88,80,2.87,GF,1667766795
406,shawville,45.6001,-76.4827,17.68,58,100,3.42,CA,1667767109
407,cheremukhovo,60.3484,59.9851,-4.69,93,100,1.54,RU,1667767109
408,sivas,39.7916,37.0019,5.35,52,0,5.14,TR,1667767109
409,antalaha,-14.9003,50.2788,22.44,85,67,0.86,MG,1667767110
410,bardiyah,31.7561,25.0865,21.03,55,30,6.3,LY,1667767110
411,mosquera,4.7059,-74.2302,18.05,63,40,4.63,CO,1667767111
412,springbok,-29.6643,17.8865,18.4,56,100,2.83,ZA,1667767111
413,thayetmyo,19.3167,95.1833,21.11,82,0,1.57,MM,1667767111
414,hadejia,12.4498,10.0444,24.69,17,13,3.25,NG,1667767112
415,yeppoon,-23.1333,150.7333,17.88,72,57,6.16,AU,1667766683
416,necochea,-38.5473,-58.7368,23.94,37,100,6.24,AR,1667766740
417,tiarei,-17.5333,-149.3333,28.01,93,100,9.54,PF,1667767112
418,chapada dos guimaraes,-15.4606,-55.7497,29.81,28,0,1.06,BR,1667767113
419,esperance,-33.8667,121.9,13.91,88,100,6.31,AU,1667766702
420,bodden town,19.2833,-81.25,30.0,61,20,4.63,KY,1667767113
421,ginda,30.6945,78.4932,11.01,46,100,2.62,IN,1667767114
422,singaraja,-8.112,115.0882,26.2,81,100,1.91,ID,1667767114
423,flinders,-34.5833,150.8552,17.25,86,92,3.13,AU,1667767114
424,pangkalanbuun,-2.6833,111.6167,22.66,98,100,1.64,ID,1667767115
425,saint andrews,34.0454,-81.1293,26.99,69,75,1.54,US,1667767115
426,maralal,1.0968,36.698,15.69,80,80,3.77,KE,1667767115
427,great falls,47.5002,-111.3008,-6.34,73,100,3.09,US,1667767116
428,marzuq,14.4,46.4667,18.95,75,0,2.1,YE,1667767116
429,eldorado,-23.7869,-54.2836,22.36,61,40,0.63,BR,1667767116
430,maragogi,-9.0122,-35.2225,24.3,91,87,5.64,BR,1667767117
431,raymond,43.9015,-70.4703,22.51,80,100,5.53,US,1667767117
432,fairbanks,64.8378,-147.7164,-12.88,84,0,0.0,US,1667766680
433,vanimo,-2.6741,141.3028,25.38,87,100,1.38,PG,1667767118
434,anloga,5.7947,0.8973,27.26,80,72,5.48,GH,1667767118
435,baillif,16.0202,-61.7463,26.72,81,100,5.97,GP,1667767118
436,iranshahr,27.2025,60.6848,21.19,40,0,2.06,IR,1667767119
437,charters towers,-20.1,146.2667,21.72,72,9,5.04,AU,1667766999
438,verkhoyansk,67.5447,133.385,-18.9,98,100,2.05,RU,1667767120
439,guantanamo,20.1444,-75.2092,27.76,74,71,1.41,CU,1667767120
440,los cedrales,-25.65,-54.7,29.16,63,10,1.13,PY,1667767120
441,port moresby,-9.4431,147.1797,22.68,100,40,1.54,PG,1667767121
442,naujoji akmene,56.3167,22.9,5.23,87,78,4.37,LT,1667767121
443,saquena,-4.6667,-73.5167,32.02,45,84,2.12,PE,1667767121
444,raga,8.4596,25.678,24.6,41,66,0.91,SS,1667767122
445,kirakira,-10.4544,161.9205,27.94,78,59,1.53,SB,1667766782
446,pizarro,4.9533,-77.366,26.49,76,39,2.27,CO,1667767122
447,sur,22.5667,59.5289,26.6,67,88,3.45,OM,1667766860
448,paita,-5.0892,-81.1144,18.88,79,17,8.12,PE,1667767122
449,muli,2.9167,73.5667,27.02,80,7,5.67,MV,1667767123
450,lagos,6.5833,3.75,28.18,83,100,1.59,NG,1667767123
451,novo aripuana,-5.1206,-60.3797,31.55,49,100,0.95,BR,1667767124
452,serebryansk,49.6925,83.2892,2.77,99,100,1.49,KZ,1667767124
453,boueni,-12.9025,45.0761,23.99,78,0,2.93,YT,1667767124
454,mezen,65.8522,44.24,-2.18,88,100,4.15,RU,1667767125
455,severobaykalsk,55.65,109.3167,-2.63,76,100,1.61,RU,1667767125
456,dinagat,9.9561,125.5933,28.0,76,100,2.48,PH,1667767125
457,nouadhibou,20.931,-17.0347,21.99,68,0,5.14,MR,1667767126
458,santa isabel,-23.3156,-46.2214,17.84,79,85,3.09,BR,1667767126
459,varkaus,62.3153,27.873,5.73,92,99,3.95,FI,1667767126
460,bria,6.5423,21.9863,22.37,62,71,0.96,CF,1667766647
461,douala,4.0483,9.7043,24.92,88,100,1.29,CM,1667767127
462,igarka,67.4667,86.5833,-6.62,97,100,1.63,RU,1667767127
463,caninde,-4.3589,-39.3117,28.06,60,97,0.91,BR,1667767127
464,perigueux,45.1833,0.7167,12.2,97,1,2.05,FR,1667767128
465,hobyo,5.3505,48.5268,26.59,75,11,4.03,SO,1667766688
466,lichuan,30.3,108.85,9.23,92,0,1.06,CN,1667767128
467,sao joao da barra,-21.6403,-41.0511,24.05,69,0,5.24,BR,1667766755
468,ishigaki,24.3448,124.1572,24.07,73,75,7.72,JP,1667767129
469,ustikolina,43.5836,18.79,8.54,98,99,0.49,BA,1667767129
470,charlottesville,38.0293,-78.4767,24.09,93,100,2.57,US,1667767053
471,dyurtyuli,55.4911,54.8688,-2.64,94,84,3.46,RU,1667767130
472,chistogorskiy,53.9835,87.3843,-0.4,70,95,3.3,RU,1667767130
473,malaia,45.35,24.0333,6.64,96,98,0.73,RO,1667767131
474,cockburn town,21.4612,-71.1419,23.98,78,40,5.14,TC,1667766561
475,dumas,35.8656,-101.9732,17.56,31,0,5.66,US,1667767131
476,xining,36.6167,101.7667,2.64,66,98,0.5,CN,1667767132
477,villa bruzual,9.3328,-69.1208,27.25,78,49,1.99,VE,1667767132
478,tatvan,38.5067,42.2817,5.74,60,0,2.73,TR,1667767132
479,newton,42.337,-71.2092,24.62,62,75,7.72,US,1667767133
480,jinxiang,27.4327,120.6062,16.03,82,71,2.51,CN,1667767133
481,kaeo,-35.1,173.7833,17.96,73,82,6.71,NZ,1667767133
482,frontera,26.9333,-101.45,30.18,30,0,2.57,MX,1667767103
483,senno,59.5336,33.9167,-0.41,98,100,2.99,RU,1667767134
484,east foothills,37.3811,-121.8175,17.52,51,75,3.09,US,1667767134
485,ajdabiya,30.7554,20.2263,20.89,64,37,5.98,LY,1667767135
486,belmonte,-15.8631,-38.8828,23.42,69,28,6.05,BR,1667767135
487,piterka,50.6803,47.4454,2.7,71,100,1.81,RU,1667767136
488,marrakesh,31.6315,-8.0083,22.04,40,20,2.06,MA,1667766958
489,norman wells,65.282,-126.8329,-12.98,78,75,8.23,CA,1667766728
490,bealanana,-14.55,48.7333,15.93,94,0,0.7,MG,1667767136
491,rapla,59.0072,24.7928,8.84,93,95,5.21,EE,1667767137
492,port hedland,-20.3167,118.5667,22.03,83,40,5.14,AU,1667767137
493,nago,26.5881,127.9761,22.24,87,96,4.59,JP,1667767137
494,batagay-alyta,67.8006,130.4114,-18.46,95,100,1.46,RU,1667767138
495,bayburt,40.2589,40.2278,4.21,64,16,0.17,TR,1667767138
496,mugur-aksy,50.35,90.5,-8.06,86,35,2.9,RU,1667766683
497,alberton,46.8168,-64.0654,18.95,77,100,8.58,CA,1667767139
498,kapfenberg,47.454,15.2702,6.35,86,60,0.99,AT,1667767139
499,zanjan,36.6736,48.4787,5.13,82,15,3.17,IR,1667767139
500,caravelas,-17.7125,-39.2481,22.63,67,99,4.4,BR,1667766769
501,iquique,-20.2208,-70.1431,18.02,72,17,3.22,CL,1667767140
502,san patricio,28.017,-97.5169,30.92,66,93,4.61,US,1667766677
503,zaanstad,52.4531,4.8125,11.1,95,40,8.75,NL,1667767140
504,sumbe,-11.2061,13.8437,24.94,84,81,3.8,AO,1667767141
505,xapuri,-10.6517,-68.5044,35.77,20,5,0.48,BR,1667767141
506,detchino,54.8092,36.3075,1.25,83,100,4.42,RU,1667767141
507,kayerkan,69.3497,87.7602,-5.75,95,100,3.79,RU,1667767142
508,dosso,13.049,3.1937,25.5,15,0,3.36,NE,1667767142
509,takaungu,-3.6837,39.8566,24.61,88,7,2.52,KE,1667767143
510,balkanabat,39.5108,54.3671,8.32,66,86,5.25,TM,1667767143
511,buhoci,46.5667,27.0167,13.14,77,75,4.12,RO,1667767143
512,mitsamiouli,-11.3847,43.2844,25.14,83,1,6.02,KM,1667767144
513,abnub,27.2696,31.1511,18.12,34,1,2.75,EG,1667767144
514,shitanjing,39.2342,106.3439,2.2,42,0,2.2,CN,1667767144
515,san luis,-33.295,-66.3356,30.24,16,29,6.02,AR,1667767074
516,singarayakonda,15.25,80.0333,24.17,73,100,2.56,IN,1667767145
